title,original_title,year,rating,duration,description,genres,detail_url,actors,metascore
Fargo,Fargo,1996,8.1,98,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"['Crime', 'Drama', 'Thriller']",https://www.imdb.com/title/tt0116282/,"['William H. Macy', 'Frances McDormand', 'Steve Buscemi', 'Peter Stormare', 'Kristin Rudrüd', 'Harve Presnell', 'Tony Denman', 'Gary Houston', 'Sally Wingert', 'Kurt Schweickhardt', 'Larissa Kokernot', 'Melissa Peterman', 'Steve Reevis', 'Warren Keith', 'Steve Edelman', 'Sharon Anderson', 'Larry Brandenburg', 'James Gaulke']",88
Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,130,"As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort.","['Adventure', 'Family', 'Fantasy']",https://www.imdb.com/title/tt1201607/,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon', 'Ralph Fiennes', 'Alan Rickman', 'Evanna Lynch', 'Domhnall Gleeson', 'Clémence Poésy', 'Warwick Davis', 'John Hurt', 'Helena Bonham Carter', 'Graham Duff', 'Anthony Allgood', 'Rusty Goffe', 'Jon Key', 'Kelly Macdonald', 'Jason Isaacs']",85
Warrior,Warrior,2011,8.1,140,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","['Action', 'Drama', 'Sport']",https://www.imdb.com/title/tt1291584/,"['Tom Hardy', 'Nick Nolte', 'Joel Edgerton', 'Jennifer Morrison', 'Frank Grillo', 'Kevin Dunn', 'Maximiliano Hernández', 'Bryan Callen', 'Sam Sheridan', 'Fernando Chien', 'Jake McLaughlin', 'Vanessa Martinez', 'Denzel Whitaker', 'Carlos Miranda', 'Nick Lehane', 'Laura Chinn', 'Capri Thomas', 'Lexi Cowan']",71
Gran Torino,Gran Torino,2008,8.1,116,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",['Drama'],https://www.imdb.com/title/tt1205489/,"['Clint Eastwood', 'Bee Vang', 'Christopher Carley', 'Ahney Her', 'Brian Haley', 'Geraldine Hughes', 'Dreama Walker', 'Brian Howe', 'John Carroll Lynch', 'William Hill', 'Brooke Chia Thao', 'Chee Thao', 'Choua Kue', 'Scott Eastwood', 'Xia Soua Chang', 'Sonny Vue', 'Doua Moua', 'Greg Trzaskoma']",73
Million Dollar Baby,Million Dollar Baby,2004,8.1,132,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.","['Drama', 'Sport']",https://www.imdb.com/title/tt0405159/,"['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman', 'Jay Baruchel', 'Mike Colter', 'Lucia Rijker', ""Brían F. O'Byrne"", 'Anthony Mackie', 'Margo Martindale', 'Riki Lindhome', 'Michael Peña', 'Benito Martinez', 'Bruce MacVittie', 'David Powledge', ""Joe D'Angerio"", 'Marcus Chait', 'Tom McCleister', 'Erica Grant']",86
Ben-Hur,Ben-Hur,1959,8.1,212,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it's not long before he regains his freedom and comes back for revenge.","['Adventure', 'Drama']",https://www.imdb.com/title/tt0052618/,"['Charlton Heston', 'Jack Hawkins', 'Stephen Boyd', 'Haya Harareet', 'Hugh Griffith', 'Martha Scott', ""Cathy O'Donnell"", 'Sam Jaffe', 'Finlay Currie', 'Frank Thring', 'Terence Longdon', 'George Relph', 'André Morell', 'Umberto Alivernini', 'Carlo Alvieri', 'Armando Annuale', 'Artemio Antonini', 'Nello Appodia']",90
Mad Max: Fury Road,Mad Max: Fury Road,2015,8.1,120,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.","['Action', 'Adventure', 'Sci-Fi']",https://www.imdb.com/title/tt1392190/,"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Zoë Kravitz', 'Hugh Keays-Byrne', 'Josh Helman', 'Nathan Jones', 'Rosie Huntington-Whiteley', 'Riley Keough', 'Abbey Lee', 'Courtney Eaton', 'John Howard', 'Richard Carter', 'Iota', 'Angus Sampson', 'Jennifer Hagan', 'Megan Gale', 'Melissa Jaffer']",90
My Neighbor Totoro,Tonari no Totoro,1988,8.1,86,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","['Animation', 'Adventure', 'Comedy']",https://www.imdb.com/title/tt0096283/,"['Hitoshi Takagi', 'Noriko Hidaka', 'Chika Sakamoto', 'Shigesato Itoi', 'Sumi Shimamoto', 'Tanie Kitabayashi', 'Hiroko Maruyama', 'Machiko Washio', 'Reiko Suzuki', 'Masashi Hirose', 'Toshiyuki Amagasa', 'Shigeru Chiba', 'Naoki Tatsuta', 'Tarako', 'Tomohiro Nishimura', 'Mitsuko Ishida', 'Chie Kôjiro', 'Daiki Nakamura']",87
Barry Lyndon,Barry Lyndon,1975,8.1,185,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,"['Adventure', 'Drama', 'War']",https://www.imdb.com/title/tt0072684/,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger', 'Steven Berkoff', 'Gay Hamilton', 'Marie Kean', 'Diana Körner', 'Murray Melvin', 'Frank Middlemass', 'André Morell', ""Arthur O'Sullivan"", 'Godfrey Quigley', 'Leonard Rossiter', 'Philip Stone', 'Leon Vitali', 'John Bindon', 'Roger Booth']",89
Dead Poets Society,Dead Poets Society,1989,8.1,128,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.","['Comedy', 'Drama']",https://www.imdb.com/title/tt0097165/,"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles', 'Gale Hansen', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith', 'Carla Belver', 'Leon Pownall', 'George Martin', 'Joe Aufiery', 'Matt Carey', 'Kevin Cooney', 'Jane Moore', 'Lara Flynn Boyle']",79
Children of Heaven,Bacheha-ye aseman,1997,8.2,89,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.","['Drama', 'Family', 'Sport']",https://www.imdb.com/title/tt0118849/,"['Reza Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi', 'Fereshte Sarabandi', 'Kamal Mirkarimi', 'Behzad Rafiei', 'Hossein Ahamdloo', 'Seyed Karym Alikhani', 'Kazem Asqarpoor', 'Ali Chaharian', 'Masume Dair', 'Reza Dehghan', 'Navid Feyzabadi', 'Mohammad Haj Hosseini', 'Siamak Haj-Amini', 'Soheil Haj-Amini', 'Seyd-Ali Hosseini']",77
Hacksaw Ridge,Hacksaw Ridge,2016,8.1,139,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.","['Biography', 'Drama', 'History']",https://www.imdb.com/title/tt2119532/,"['Andrew Garfield', 'Sam Worthington', 'Luke Bracey', 'Teresa Palmer', 'Richard Pyros', 'Jacob Warner', 'Milo Gibson', 'Darcy Bryce', 'Roman Guerriero', 'James Lugton', 'Kasia Stelmach', 'Hugo Weaving', 'Rachel Griffiths', 'Jarin Towney', 'Tim McGarry', 'Tyler Coppin', 'Richard Platt', 'Nathaniel Buzolic']",71
Spider-Man: No Way Home,Spider-Man: No Way Home,2021,8.2,148,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.","['Action', 'Adventure', 'Fantasy']",https://www.imdb.com/title/tt10872600/,"['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Tony Revolori', 'Marisa Tomei', 'Andrew Garfield', 'Tobey Maguire', 'Angourie Rice', 'Arian Moayed', 'Paula Newsome', 'Hannibal Buress', 'Martin Starr']",71
The Grand Budapest Hotel,The Grand Budapest Hotel,2014,8.1,99,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","['Comedy', 'Drama']",https://www.imdb.com/title/tt2278388/,"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody', 'Willem Dafoe', 'Jeff Goldblum', 'Harvey Keitel', 'Jude Law', 'Bill Murray', 'Edward Norton', 'Saoirse Ronan', 'Jason Schwartzman', 'Léa Seydoux', 'Tilda Swinton', 'Tom Wilkinson', 'Owen Wilson', 'Tony Revolori', 'Larry Pine']",88
12 Years a Slave,12 Years a Slave,2013,8.1,134,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","['Biography', 'Drama', 'History']",https://www.imdb.com/title/tt2024544/,"['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt', 'Dwight Henry', 'Dickie Gravois', 'Bryan Batt', 'Ashley Dyke', 'Kelsey Scott', 'Quvenzhané Wallis', 'Cameron Zeigler', 'Tony Bentley', 'Scoot McNairy', 'Taran Killam', 'Christopher Berry', 'Bill Camp', 'Mister Mackey Jr.', 'Chris Chalk']",96
Before Sunrise,Before Sunrise,1995,8.1,101,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","['Comedy', 'Drama', 'Romance']",https://www.imdb.com/title/tt0112471/,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl', 'Karl Bruckschwaiger', 'Tex Rubinowitz', 'Erni Mangold', 'Dominik Castell', 'Haymon Maria Buttinger', 'Harald Waiglein', 'Bilge Jeschim', 'Kurti', 'Hans Weingartner', 'Liese Lyon', 'Peter Ily Huemer', 'Otto Reiter', 'Hubert Fabian Kulterer', 'Branko Andric']",79
Blade Runner,Blade Runner,1982,8.1,117,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,"['Action', 'Drama', 'Sci-Fi']",https://www.imdb.com/title/tt0083658/,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos', 'M. Emmet Walsh', 'Daryl Hannah', 'William Sanderson', 'Brion James', 'Joe Turkel', 'Joanna Cassidy', 'James Hong', 'Morgan Paull', 'Kevin Thompson', 'John Edward Allen', 'Hy Pyke', 'Kimiko Hiroshige', 'Bob Okazaki', 'Carolyn DeMirjian']",84
Memories of Murder,Salinui chueok,2003,8.1,132,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","['Crime', 'Drama', 'Mystery']",https://www.imdb.com/title/tt0353969/,"['Song Kang-ho', 'Kim Sang-kyung', 'Kim Roe-ha', 'Song Jae-ho', 'Byun Hee-Bong', 'Ko Seo-hie', 'Ryu Tae-ho', 'Park No-shik', 'Park Hae-il', 'Jeon Mi-seon', 'Seo Young-hwa', 'Woo Go-na', 'Ok-joo Lee', 'Choi Jong-ryul', 'Yoo Seung-mok', 'Hun-Kyung Lee', 'Shin Hyun-jong', 'Lee Jae-eung']",82
Gone Girl,Gone Girl,2014,8.1,149,The husband of a missing woman becomes the chief suspect in her disappearance.,"['Drama', 'Mystery', 'Thriller']",https://www.imdb.com/title/tt2267998/,"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry', 'Carrie Coon', 'Kim Dickens', 'Patrick Fugit', 'David Clennon', 'Lisa Banes', 'Missi Pyle', 'Emily Ratajkowski', 'Casey Wilson', 'Lola Kirke', 'Boyd Holbrook', 'Sela Ward', 'Lee Norris', 'Jamie McShane', 'Leonard Kelly-Young']",79
Ratatouille,Ratatouille,2007,8.1,111,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,"['Animation', 'Adventure', 'Comedy']",https://www.imdb.com/title/tt0382932/,"['Brad Garrett', 'Lou Romano', 'Patton Oswalt', 'Ian Holm', 'Brian Dennehy', 'Peter Sohn', ""Peter O'Toole"", 'Janeane Garofalo', 'Will Arnett', 'Julius Callahan', 'James Remar', 'John Ratzenberger', 'Teddy Newton', 'Tony Fucile', 'Jake Steinfeld', 'Brad Bird', 'Stéphane Roux', 'Jack Bird']",96
How to Train Your Dragon,How to Train Your Dragon,2010,8.1,98,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","['Animation', 'Action', 'Adventure']",https://www.imdb.com/title/tt0892769/,"['Jay Baruchel', 'Gerard Butler', 'Christopher Mintz-Plasse', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill', 'T.J. Miller', 'Kristen Wiig', 'Robin Atkin Downes', 'Philip McGrade', 'Kieron Elliott', 'Ashley Jensen', 'David Tennant', 'Randy Thom']",75
"Monsters, Inc.","Monsters, Inc.",2001,8.1,92,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","['Animation', 'Adventure', 'Comedy']",https://www.imdb.com/title/tt0198781/,"['Billy Crystal', 'John Goodman', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly', 'Bob Peterson', 'John Ratzenberger', 'Frank Oz', 'Daniel Gerson', 'Steve Susskind', 'Bonnie Hunt', 'Jeff Pidgeon', 'Samuel Lord Black', 'Jack Angel', 'Bob Bergen', 'Rodger Bumpass', 'Gino Conforti']",79
In the Name of the Father,In the Name of the Father,1993,8.1,133,"An Irish man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.","['Biography', 'Crime', 'Drama']",https://www.imdb.com/title/tt0107207/,"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie', 'Philip King', 'Emma Thompson', 'Nye Heron', 'Anthony Brophy', 'Frankie McCafferty', 'Paul Warriner', 'Julian Walsh', 'Stuart Wolfenden', 'Jo Connor', 'Karen Carlisle', 'Seamus Moran', 'Billy Byrne', 'Maureen McBride', 'Jane Nolan', 'Laurence Griffin']",84
Jaws,Jaws,1975,8.1,124,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down.","['Adventure', 'Horror', 'Thriller']",https://www.imdb.com/title/tt0073195/,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Lorraine Gary', 'Murray Hamilton', 'Carl Gottlieb', 'Jeffrey Kramer', 'Susan Backlinie', 'Jonathan Filley', 'Ted Grossman', 'Chris Rebello', 'Jay Mello', 'Lee Fierro', 'Jeffrey Voorhees', 'Craig Kingsbury', 'Robert Nevin', 'Peter Benchley', 'Tim Aguirre']",87
Wild Tales,Relatos salvajes,2014,8.1,122,Six short stories that explore the extremities of human behavior involving people in distress.,"['Comedy', 'Drama', 'Thriller']",https://www.imdb.com/title/tt3011894/,"['Darío Grandinetti', 'María Marull', 'Mónica Villa', 'Diego Starosta', 'Marcelo Frasca', 'Lucila Mangone', 'María Laura Caccamo', 'Carlos Alberto Vavassori', 'Pablo Machado', 'Horacio Vay', 'Javier Pedersoli', 'Héctor Drachtman', 'María Rosa López Ottonello', 'Rita Cortese', 'Julieta Zylberberg', 'César Bordón', 'Juan Santiago Linari', 'Leonardo Sbaraglia']",77
The Gold Rush,The Gold Rush,1925,8.1,95,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.","['Adventure', 'Comedy', 'Drama']",https://www.imdb.com/title/tt0015864/,"['Charles Chaplin', 'Mack Swain', 'Tom Murray', 'Henry Bergman', 'Malcolm Waite', 'Georgia Hale', 'Jack Adams', 'Frank Aderias', 'Leona Aderias', 'Lillian Adrian', 'Sam Allen', 'Claude Anderson', 'Harry Arras', 'Albert Austin', 'F.J. Beauregard', 'Marta Belfort', 'William Bell', 'Francis Bernhardt']",90
Ford v Ferrari,Ford v Ferrari,2019,8.1,152,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,"['Action', 'Biography', 'Drama']",https://www.imdb.com/title/tt1950186/,"['Matt Damon', 'Christian Bale', 'Jon Bernthal', 'Caitríona Balfe', 'Josh Lucas', 'Noah Jupe', 'Tracy Letts', 'Remo Girone', 'Ray McKinnon', 'JJ Feild', 'Jack McMullen', 'Corrado Invernizzi', 'Joe Williamson', 'Ian Harding', 'Christopher Darga', 'Shawn Law', 'Emil Beheshti', 'Darrin Prescott']",81
Sherlock Jr.,Sherlock Jr.,1924,8.2,45,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.","['Action', 'Comedy', 'Romance']",https://www.imdb.com/title/tt0015324/,"['Buster Keaton', 'Kathryn McGuire', 'Joe Keaton', 'Erwin Connelly', 'Ward Crane', 'Jane Connelly', 'George Davis', 'Doris Deane', 'Christine Francis', 'Betsy Ann Hisle', 'Kewpie Morgan', 'Steve Murphy', 'John Patrick', 'Ford West']",
Mary and Max,Mary and Max.,2009,8.1,92,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger's syndrome.","['Animation', 'Comedy', 'Drama']",https://www.imdb.com/title/tt0978762/,"['Toni Collette', 'Philip Seymour Hoffman', 'Eric Bana', 'Barry Humphries', 'Christopher Massey', 'Oliver Marks', 'Daisy Kocher', 'Daniel Marks', 'Hamish Hughes', 'Dan Doherty', 'Julie Forsyth', 'Mandy Mao', 'Patrick McCabe', 'Adam Elliot', 'Mr. Peck', 'Michael James Allen', 'Bill Murphy', 'Shaun Patten']",72
The Deer Hunter,The Deer Hunter,1978,8.1,183,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,"['Drama', 'War']",https://www.imdb.com/title/tt0077416/,"['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage', 'Meryl Streep', 'George Dzundza', 'Chuck Aspegren', 'Shirley Stoler', 'Rutanya Alda', 'Pierre Segui', 'Mady Kaplan', 'Amy Wright', 'Mary Ann Haenel', 'Richard Kuss', 'Joe Grifasi', 'Christopher Colombi Jr.', 'Victoria Karnafel', 'Jack Scardino']",90
The Wages of Fear,Le salaire de la peur,1953,8.1,156,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.","['Adventure', 'Drama', 'Thriller']",https://www.imdb.com/title/tt0046268/,"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli', 'Véra Clouzot', 'William Tubbs', 'Darío Moreno', 'Jo Dest', 'Antonio Centa', 'Luis De Lima', 'Grégoire Gromoff', 'Josep Palau i Fabre', 'Faustini', 'Seguna', 'Darling Légitimus', 'René Baranger', 'Charles Fawcett', 'Pat Hurst']",85
The General,The General,1926,8.1,78,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.","['Action', 'Adventure', 'Comedy']",https://www.imdb.com/title/tt0017925/,"['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley', 'Frederick Vroom', 'Frank Barnes', 'Charles Henry Smith', 'Joe Keaton', 'Mike Donlin', 'Tom Nawn', 'Henry Baird', 'Joe Bricher', 'Jimmy Bryant', 'Sergeant Bukowski', 'C.C. Cruson', 'Jack Dempster', 'Keith Fennell', 'Budd Fine']",
Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,1939,8.1,129,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.","['Comedy', 'Drama']",https://www.imdb.com/title/tt0031679/,"['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold', 'Guy Kibbee', 'Thomas Mitchell', 'Eugene Pallette', 'Beulah Bondi', 'H.B. Warner', 'Harry Carey', 'Astrid Allwyn', 'Ruth Donnelly', 'Grant Mitchell', 'Porter Hall', 'H.V. Kaltenborn', 'Charles Lane', 'Pierre Watkin', 'Dick Elliott']",73
On the Waterfront,On the Waterfront,1954,8.1,108,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.","['Crime', 'Drama', 'Thriller']",https://www.imdb.com/title/tt0047296/,"['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger', 'Pat Henning', 'Leif Erickson', 'James Westerfield', 'Tony Galento', 'Tami Mauriello', 'John F. Hamilton', 'John Heldabrand', 'Rudy Bond', 'Don Blackman', 'Arthur Keegan', 'Abe Simon', 'Eva Marie Saint', 'Martin Balsam', 'Dan Bergin']",91
Logan,Logan,2017,8.1,137,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","['Action', 'Drama', 'Sci-Fi']",https://www.imdb.com/title/tt3315342/,"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen', 'Boyd Holbrook', 'Stephen Merchant', 'Elizabeth Rodriguez', 'Richard E. Grant', 'Eriq La Salle', 'Elise Neal', 'Quincy Fouse', 'Al Coronel', 'Frank Gallegos', 'Anthony Escobar', 'Reynaldo Gallegos', 'Krzysztof Soszynski', 'Stephen Dunlevy', 'Daniel Bernhardt', 'Ryan Sturz']",77
Rocky,Rocky,1976,8.1,120,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,"['Drama', 'Sport']",https://www.imdb.com/title/tt0075148/,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Jimmy Gambina', 'Bill Baldwin', 'Al Silvani', 'George Memmoli', 'Jodi Letizia', 'Diana Lewis', ""George O'Hanlon"", 'Larry Carroll', 'Stan Shaw', 'Don Sherman', 'Billy Sands']",70
Wild Strawberries,Smultronstället,1957,8.1,92,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","['Drama', 'Romance']",https://www.imdb.com/title/tt0050986/,"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand', 'Jullan Kindahl', 'Folke Sundquist', 'Björn Bjelfvenstam', 'Naima Wifstrand', 'Gunnel Broström', 'Gertrud Fridh', 'Sif Ruud', 'Gunnar Sjöberg', 'Max von Sydow', 'Åke Fridell', 'Yngve Nordwall', 'Per Sjöstrand', 'Gio Petré', 'Gunnel Lindblom']",88
Tokyo Story,Tôkyô monogatari,1953,8.1,137,"An old couple visit their children and grandchildren in the city, but receive little attention.",['Drama'],https://www.imdb.com/title/tt0046438/,"['Chishû Ryû', 'Chieko Higashiyama', 'Sô Yamamura', 'Setsuko Hara', 'Haruko Sugimura', 'Kuniko Miyake', 'Kyôko Kagawa', 'Eijirô Tôno', 'Nobuo Nakamura', 'Shirô Ôsaka', 'Hisao Toake', 'Teruko Nagaoka', 'Mutsuko Sakura', 'Toyo Takahashi', 'Tôru Abe', 'Sachiko Mitani', 'Zen Murase', 'Mitsuhiro Môri']",100
The Third Man,The Third Man,1949,8.1,104,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","['Drama', 'Film-Noir', 'Mystery']",https://www.imdb.com/title/tt0041959/,"['Orson Welles', 'Joseph Cotten', 'Alida Valli', 'Trevor Howard', 'Paul Hörbiger', 'Ernst Deutsch', 'Erich Ponto', 'Siegfried Breuer', 'Hedwig Bleibtreu', 'Bernard Lee', 'Wilfrid Hyde-White', 'Nelly Arno', 'Jack Arrow', 'Harold Ayer', 'Harry Belcher', 'Leo Bieber', 'Paul Birch', 'Martin Boddey']",97
Spotlight,Spotlight,2015,8.1,129,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","['Biography', 'Crime', 'Drama']",https://www.imdb.com/title/tt1895587/,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'John Slattery', ""Brian d'Arcy James"", 'Stanley Tucci', 'Elena Wohl', 'Gene Amoroso', 'Doug Murray', 'Sharon McFarlane', 'Jamey Sheridan', 'Neal Huff', 'Billy Crudup', 'Robert B. Kennedy', 'Duane Murray', 'Brian Chamberlain', 'Michael Cyril Creighton']",93
Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,143,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead.","['Action', 'Adventure', 'Fantasy']",https://www.imdb.com/title/tt0325980/,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', ""Damian O'Hare"", 'Giles New', 'Angus Barnett', 'David Bailie', 'Michael Berry Jr.', 'Isaac C. Singleton Jr.', 'Kevin McNally', 'Treva Etienne', 'Zoe Saldaña', 'Guy Siner']",63
Maharaja,Maharaja,2024,8.4,141,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds.","['Action', 'Crime', 'Drama']",https://www.imdb.com/title/tt26548265/,"['Vijay Sethupathi', 'Anurag Kashyap', 'Mamta Mohandas', 'Natarajan Subramaniam', 'Abhirami', 'Divya Bharathi', 'Singampuli', 'Aruldoss', 'Munishkanth', 'Sachana Namidass', 'Vinod Sagar', 'Manigandan', 'Kaalaiyan', 'Lizzie Antony', 'Mullai Arasi', 'Bharathiraja', 'Thenappan P.L.', 'Poovaiyar']",
The Terminator,The Terminator,1984,8.1,107,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,"['Action', 'Adventure', 'Sci-Fi']",https://www.imdb.com/title/tt0088247/,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn', 'Paul Winfield', 'Lance Henriksen', 'Rick Rossovich', 'Bess Motta', 'Earl Boen', 'Dick Miller', 'Shawn Schepps', 'Bruce M. Kerner', 'Franco Columbu', 'Bill Paxton', 'Brad Rearden', 'Brian Thompson', 'William Wisher', 'Ken Fritz', 'Tom Oberhaus']",84
The Big Lebowski,The Big Lebowski,1998,8.1,117,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","['Comedy', 'Crime']",https://www.imdb.com/title/tt0118715/,"['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston', 'Philip Seymour Hoffman', 'Tara Reid', 'Philip Moon', 'Mark Pellegrino', 'Peter Stormare', 'Flea', 'Torsten Voges', 'Jimmie Dale Gilmore', 'Jack Kehler', 'John Turturro', 'James G. Hoosier', 'Carlos Leon', 'Terrence Burton']",71
